Pais,Nombre_cliente,Datos_pedido,Estado,Producto,Categoria,Marca,Costo,Ventas,Cantidad,Costo_Totales,Ventas_totales,Ganancias,Ganancias_Totales
Colombia,Aslam Raza,27/04/2020,Delivered,282 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Reino Unido,Roshan Zameer,27/04/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Australia,Rakesh Kumar Sharma,27/04/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,3750.0,15000.0
Colombia,Shivanand Sahani,27/04/2020,Processing,34 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Japon,Kunal Patra,27/04/2020,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Japon,Bijendra,27/04/2020,Shipped,29 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,630.0,2520.0
Reino Unido,Kranti Bheke,27/04/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Reino Unido,Jagdeep,27/04/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,105.0,315.0
Alemania,Adhir Samal,27/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,2850.0,11400.0
Italia,Dannana Jhammi,27/04/2020,Shipped,28 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Italia,Vipin Kumar,27/04/2020,Order,538 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
China,Ranjeet Kumar,27/04/2020,Processing,RYZEN 3rd gen. 3526,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Colombia,Sajal Singhal,27/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Brasil,Akhilesh Kumar,27/04/2020,Shipped,42 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
Reino Unido,Suvankar Chakraborty,27/04/2020,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,2295.0,4590.0
Alemania,Suvankar Adhikary,27/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
India,Rahul Kumar Prajapati,27/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Italia,Sagar Jeur,28/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,195.0,390.0
E.E.U.U,Rhushikesh Mane,29/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,2250.0,6750.0
China,Ashish Kumar,30/04/2020,Processing,28 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
India,Javed Akhter,30/04/2020,Delivered,27 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Italia,Haridas Balraj,30/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Mexico,Kundan Kumar,30/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Brasil,Atif Siddiqui,30/04/2020,Processing,30 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,504.0,1512.0
Italia,Aditya Agarwal,30/04/2020,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Japon,Firdoush Jabee,30/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,804.0,2412.0
E.E.U.U,Jay Prakash Kumar,30/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Australia,Ashish Pandey,30/04/2020,Processing,34 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,795.0,2385.0
Reino Unido,Ajay Sharma,30/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,3765.0
Colombia,Moinuddin Saifi,30/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
Mexico,Ramkrishna Das Adhikary,30/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
Colombia,Ranjeet Mandal,30/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,180.0,180.0
Alemania,Ashwini Adsare,30/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Colombia,Rajesh Variya,30/04/2020,Shipped,28 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Brasil,Amit Singh,30/04/2020,Order,283 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
Mexico,Vinod Mehta,30/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Mexico,Jignesh Mhatre,30/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,3750.0,11250.0
China,Rahul Kashyap,30/04/2020,Shipped,35 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,1050.0,1050.0
Alemania,Mohammed Abdul Kaleem,30/04/2020,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
Australia,Chandrakant Kasbe,30/04/2020,Processing,30 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,630.0,2520.0
Australia,Rohan Kale,30/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
Italia,Aniruddha Kekapure,30/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,105.0,315.0
E.E.U.U,Aslam Raza,30/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,2850.0,8550.0
Brasil,Roshan Zameer,30/04/2020,Processing,29 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Francia,Rakesh Kumar Sharma,30/04/2020,Delivered,539 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Alemania,Shivanand Sahani,30/04/2020,Shipped,RYZEN 3rd gen. 3527,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Brasil,Kunal Patra,30/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
Brasil,Bijendra,30/04/2020,Processing,43 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
China,Kranti Bheke,30/04/2020,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
Francia,Jagdeep,30/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
India,Adhir Samal,30/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
India,Dannana Jhammi,30/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,195.0,585.0
India,Vipin Kumar,30/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,2250.0,2250.0
Italia,Ranjeet Kumar,30/04/2020,Shipped,29 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Alemania,Sajal Singhal,30/04/2020,Order,28 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,3150.0,12600.0
Colombia,Akhilesh Kumar,01/05/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Francia,Suvankar Chakraborty,02/05/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Colombia,Suvankar Adhikary,03/05/2020,Shipped,31 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,504.0,1512.0
India,Rahul Kumar Prajapati,04/05/2020,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Japon,Sagar Jeur,05/05/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
India,Rhushikesh Mane,05/05/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
Brasil,Ashish Kumar,05/05/2020,Shipped,35 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Italia,Javed Akhter,05/05/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
Colombia,Haridas Balraj,05/05/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,4350.0,13050.0
Alemania,Kundan Kumar,05/05/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,240.0,960.0
Australia,Atif Siddiqui,05/05/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
India,Aditya Agarwal,05/05/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
India,Firdoush Jabee,05/05/2020,Processing,29 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Francia,Jay Prakash Kumar,06/05/2020,Delivered,284 GB SSD,SSD,Samsung,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
E.E.U.U,Ashish Pandey,07/05/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
E.E.U.U,Ajay Sharma,08/05/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Australia,Moinuddin Saifi,09/05/2020,Processing,36 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Mexico,Ramkrishna Das Adhikary,09/05/2020,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Alemania,Ranjeet Mandal,09/05/2020,Shipped,31 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,630.0,1260.0
India,Ashwini Adsare,09/05/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
China,Rajesh Variya,09/05/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
Brasil,Amit Singh,09/05/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,2850.0,8550.0
Italia,Vinod Mehta,09/05/2020,Shipped,30 TB HDD,HDD,Western Digital,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Japon,Jignesh Mhatre,09/05/2020,Order,540 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Italia,Rahul Kashyap,09/05/2020,Processing,RYZEN 3rd gen. 3528,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Mexico,Mohammed Abdul Kaleem,09/05/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Brasil,Chandrakant Kasbe,09/05/2020,Shipped,44 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
India,Rohan Kale,09/05/2020,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,2295.0,9180.0
Italia,Aniruddha Kekapure,09/05/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Mexico,Aslam Raza,09/05/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,255.0,510.0
India,Roshan Zameer,09/05/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,195.0,585.0
Francia,Rakesh Kumar Sharma,09/05/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,2250.0,6750.0
Mexico,Shivanand Sahani,09/05/2020,Processing,30 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
Colombia,Kunal Patra,09/05/2020,Delivered,29 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Colombia,Bijendra,09/05/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Reino Unido,Kranti Bheke,09/05/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Mexico,Jagdeep,09/05/2020,Processing,32 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
Australia,Adhir Samal,09/05/2020,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Brasil,Dannana Jhammi,09/05/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
Japon,Vipin Kumar,09/05/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
Japon,Ranjeet Kumar,09/05/2020,Processing,36 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,795.0,3180.0
E.E.U.U,Sajal Singhal,09/05/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
Mexico,Akhilesh Kumar,09/05/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,4350.0,17400.0
Reino Unido,Suvankar Chakraborty,09/05/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,240.0,720.0
Brasil,Suvankar Adhikary,09/05/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
Francia,Rahul Kumar Prajapati,09/05/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Reino Unido,Sagar Jeur,09/05/2020,Shipped,30 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Italia,Rhushikesh Mane,09/05/2020,Order,285 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
India,Ashish Kumar,09/05/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Colombia,Javed Akhter,09/05/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,3750.0,15000.0
India,Haridas Balraj,09/05/2020,Shipped,37 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,1050.0,2100.0
Colombia,Kundan Kumar,09/05/2020,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
Japon,Atif Siddiqui,09/05/2020,Processing,32 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,630.0,2520.0
Australia,Aditya Agarwal,09/05/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Reino Unido,Firdoush Jabee,10/05/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,105.0,105.0
Brasil,Jay Prakash Kumar,10/05/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,2850.0,11400.0
